Country Name,Indicator Name,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Burkina Faso,"Employment in services, female (% of female employment) (modeled ILO estimate)",12.03999996,13.38000011,14.72999954,16,17.79000092,19.53000069,21.57999992,23.52000046,26.20999908,28.53000069,30.64999962,33.52000046,35.54000092,38.25,40.5,42.66999817,44.40999985,45.68999863,47.31000137,49.06000137,50.77999878,52.36000061,53.43000031,,
Bangladesh,"Employment in services, female (% of female employment) (modeled ILO estimate)",10.97000027,11.60000038,12.15999985,12.56999969,13.47999954,14.5,15.57999992,16.72999954,17.93000031,19.28000069,19.70000076,20.20000076,20.76000023,21.38999939,21.07999992,20.85000038,20.69000053,20.62000084,20.61000061,20.65999985,23.36000061,24.17000008,24.77000046,,
Bulgaria,"Employment in services, female (% of female employment) (modeled ILO estimate)",57.25,58.47999954,60.50999832,62.13999939,64.04000092,63.06000137,63.68000031,63.18999863,64.33000183,65.87000275,65.87000275,65.58999634,67.83999634,70.73000336,71.27999878,70.62999725,71.73000336,72.23000336,72.93000031,73.37999725,72.93000031,73.36000061,73.48000336,,
Bahrain,"Employment in services, female (% of female employment) (modeled ILO estimate)",89.16999817,88.51999664,87.81999969,87.13999939,86.38999939,87.41999817,88.31999969,89.06999969,89.68000031,90.15000153,90.47000122,90.69000244,90.98999786,90.91000366,91.01999664,90.98999786,90.87999725,90.77999878,90.75,90.84999847,90.98999786,91.19000244,91.38999939,,
"Bahamas, The","Employment in services, female (% of female employment) (modeled ILO estimate)",92.18000031,93.44999695,93.62999725,93.08999634,92.48999786,94.06999969,93.93000031,94.45999908,94.59999847,94.47000122,94.37999725,95.11000061,95.84999847,95.94999695,96.11000061,96.16999817,96.30999756,96.43000031,96.55000305,96.65000153,96.66999817,96.69999695,96.75,,
Bosnia and Herzegovina,"Employment in services, female (% of female employment) (modeled ILO estimate)",51.40999985,52.5,53.38999939,54.02000046,55.29999924,56.56999969,57.54000092,58.61000061,59.38000107,60.15999985,60.59999847,59.20999908,57.83000183,60.93999863,62.72999954,60.59999847,64.51999664,66.31999969,65.23999786,64.34999847,65.01000214,66.01000214,62.68000031,,
Belarus,"Employment in services, female (% of female employment) (modeled ILO estimate)",61.40999985,62.08000183,62.84999847,63.63000107,64.48999786,65.23999786,65.95999908,66.69999695,67.43000031,67.98999786,68.56999969,69.08000183,69.55000305,70.19000244,70.59999847,71.25,71.68000031,72.26000214,72.94999695,73.48000336,73.01999664,73.25,73.73999786,,
Belize,"Employment in services, female (% of female employment) (modeled ILO estimate)",79.16999817,84.36000061,82.18000031,82.83999634,83.66000366,84.40000153,85.15000153,85.84999847,86.5,86.55000305,86.66999817,86.76000214,86.95999908,87.06999969,87.13999939,87.25,87.37000275,87.51999664,87.43000031,86.06999969,85.51000214,85.86000061,86.05000305,,
Bermuda,"Employment in services, female (% of female employment) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,"Employment in services, female (% of female employment) (modeled ILO estimate)",47.18000031,47.83000183,48.83000183,53.09999847,48.77000046,50.18999863,54.68000031,54.65999985,50.27000046,50.65999985,52.74000168,57.77999878,58.68999863,58.79000092,58.90999985,61.95000076,60.81000137,58.97000122,60.72000122,60.54999924,59.61000061,58.70999908,59.45000076,,
Brazil,"Employment in services, female (% of female employment) (modeled ILO estimate)",77.30999756,77.80999756,77.44000244,76.88999939,76.13999939,75.84999847,76.11000061,75.88999939,75.52999878,76.69000244,77.48000336,77.84999847,79.09999847,80.38999939,81.65000153,81.51000214,82.13999939,82.87999725,83.31999969,84.5,85.05000305,85.11000061,85.41000366,,
Barbados,"Employment in services, female (% of female employment) (modeled ILO estimate)",84.83999634,84.88999939,85.62000275,86.18000031,86.66000366,87.06999969,87.58000183,89.30999756,89.87000275,90.56999969,90.41999817,90.38999939,90.23000336,89.37999725,89.27999878,88.88999939,88.51999664,88.79000092,88.75,88.80999756,89.01000214,89.19000244,89.41000366,,
Brunei Darussalam,"Employment in services, female (% of female employment) (modeled ILO estimate)",88.65000153,88.18000031,88.36000061,88.47000122,88.18000031,88.38999939,88.62000275,88.73000336,88.95999908,89.05000305,88.73999786,89.04000092,88.58999634,88.72000122,88.97000122,88.94000244,88.72000122,88.65000153,89.12999725,89.76999664,90.38999939,90.44999695,89.86000061,,
Bhutan,"Employment in services, female (% of female employment) (modeled ILO estimate)",17.87999916,18.20999908,18.54999924,19.05999947,19.51000023,19.96999931,20.51000023,21.14999962,21.80999947,22.34000015,23.29000092,24.55999947,26,27.42000008,23.14999962,23.79999924,23.53000069,24.80999947,24.45999908,24.78000069,25.51000023,26.04999924,26.43000031,,
Botswana,"Employment in services, female (% of female employment) (modeled ILO estimate)",71.30999756,71.06999969,69.83999634,68.45999908,69.47000122,70.38999939,71.08999634,71.04000092,70.91000366,70.77999878,70.44000244,70.04000092,69.5,70.16000366,70.75,71.25,71.80000305,72.37000275,72.91000366,73.58000183,74.19000244,74.83999634,75.48000336,,
Central African Republic,"Employment in services, female (% of female employment) (modeled ILO estimate)",13.38000011,13.72000027,13.89000034,14.03999996,14.55000019,15,15.17000008,15.68000031,15.97999954,16.45000076,16.95999908,17.35000038,18.11000061,18.75,19.5,20.23999977,18.86000061,19.18000031,19.96999931,20.75,21.43000031,22.12999916,22.81999969,,
Canada,"Employment in services, female (% of female employment) (modeled ILO estimate)",86.55000305,86.5,86.56999969,86.90000153,87.34999847,87.13999939,87.34999847,87.40000153,87.84999847,88.15000153,88.48999786,89.08000183,89.87000275,90.34999847,89.93000031,89.88999939,90.19000244,90.33999634,90.43000031,90.5,90.55999756,90.61000061,90.63999939,,
Central Europe and the Baltics,"Employment in services, female (% of female employment) (modeled ILO estimate)",54.19236922,55.09861325,56.08129954,56.92933835,56.94161158,59.21718522,60.56261696,61.84224981,62.95780836,64.03993873,64.82837706,65.55209656,67.34357692,68.37882795,68.63663237,69.20858682,70.01785025,70.28489644,71.30249319,72.06353992,71.95389842,72.16973884,72.67931672,,
Switzerland,"Employment in services, female (% of female employment) (modeled ILO estimate)",82.38999939,83.36000061,83.73000336,83.58000183,84.27999878,84.98000336,85.51000214,85.81999969,86.16000366,86.09999847,86.48000336,85.91999817,86.79000092,86.61000061,86.73999786,86.73999786,86.58999634,86.72000122,87.02999878,87.26000214,87.26999664,87.58999634,87.88999939,,
Channel Islands,"Employment in services, female (% of female employment) (modeled ILO estimate)",75.30000305,75.76000214,76.16999817,76.58999634,77.37000275,78.04000092,78.73000336,79.37999725,79.91000366,80.34999847,80.83999634,81.54000092,82.41999817,82.87999725,83.51000214,83.98000336,84.40000153,84.80000305,85.20999908,85.62000275,86.05000305,86.5,86.93000031,,
Chile,"Employment in services, female (% of female employment) (modeled ILO estimate)",81,81.51000214,82.66999817,82.98999786,82.30999756,83.09999847,83.19000244,82.18000031,82.55000305,82.76000214,83.33999634,83.02999878,83.87999725,84.58999634,84.41000366,84.23999786,84.63999939,84.72000122,84.23999786,83.94999695,83.80999756,84.58999634,85.09999847,,
China,"Employment in services, female (% of female employment) (modeled ILO estimate)",30.12000084,30.46999931,30.64999962,31.20999908,31.44000053,32.40999985,33.18999863,34.93000031,35.84999847,36.79999924,37.15999985,38.20000076,39.31999969,40.00999832,41.40000153,42.02000046,44.79999924,47.24000168,49.09000015,50.56999969,52.13999939,53.04000092,54.91999817,,
Cote d'Ivoire,"Employment in services, female (% of female employment) (modeled ILO estimate)",37.06999969,37.65999985,38.18000031,38.68999863,39.54999924,40.20999908,40.90000153,41.59000015,42.36000061,43.15999985,43.90000153,44.74000168,45.50999832,46.45000076,47.04000092,48,48.63999939,50.86000061,53.04999924,55.06000137,56.97000122,57.61999893,58.49000168,,
Cameroon,"Employment in services, female (% of female employment) (modeled ILO estimate)",21.56999969,21.88999939,22.23999977,22.62999916,23.14999962,23.45000076,23.71999931,23.98999977,24.13999939,24.29000092,24.5,25.95000076,27.39999962,28.96999931,30.65999985,32.40000153,34.25,36.09999847,37.38999939,38.45999908,39.43999863,40.43000031,41.31999969,,
"Congo, Dem. Rep.","Employment in services, female (% of female employment) (modeled ILO estimate)",16.04999924,16.12000084,16.26000023,15.34000015,15.39999962,15.47000027,15.93000031,16.38999939,16.79999924,17.28000069,17.82999992,18.43000031,18.80999947,19.31999969,19.92000008,20.55999947,21.28000069,22.07999992,22.78000069,23.21999931,23.73999977,24.37999916,25.01000023,,
"Congo, Rep.","Employment in services, female (% of female employment) (modeled ILO estimate)",30.13999939,30.59000015,30.87999916,31.70000076,32.34999847,33.04999924,33.56000137,34.27999878,35.18999863,35.99000168,36.38000107,37.13999939,37.95000076,39.06000137,39.77999878,40.63999939,41.47000122,42.45000076,43.16999817,43.65000153,44.22000122,45.08000183,45.72999954,,
Colombia,"Employment in services, female (% of female employment) (modeled ILO estimate)",74.72000122,75.13999939,75.63999939,75.95999908,76.29000092,76.52999878,76.69000244,76.97000122,77.18000031,77.41999817,77.66000366,77.83000183,77.91999817,77.13999939,76.87000275,76.45999908,78.23000336,78.69000244,78.77999878,79.43000031,78.30000305,77.33000183,79.01000214,,
Comoros,"Employment in services, female (% of female employment) (modeled ILO estimate)",19.37999916,19.77000046,20.23999977,21.46999931,22.18000031,22.95999908,23.78000069,24.65999985,26.68000031,28.75,30.21999931,32.49000168,34.84999847,37.24000168,39.65000153,41.99000168,44.47000122,46.77000046,47.77999878,48.86000061,50.08000183,51.09999847,52.04999924,,
Cabo Verde,"Employment in services, female (% of female employment) (modeled ILO estimate)",68.19000244,68.72000122,69.37999725,70.05999756,70.69000244,71.25,71.87999725,72.62999725,73.27999878,74.05000305,74.88999939,75.55000305,76.02999878,76.55999756,77.16000366,77.66999817,78.16999817,78.61000061,79.08999634,79.69999695,80.19000244,82.33999634,83.12000275,,
Costa Rica,"Employment in services, female (% of female employment) (modeled ILO estimate)",78.63999939,78.30000305,78.73999786,79.76000214,79.12999725,80.93000031,81.5,82.88999939,82.63999939,82.90000153,82.08000183,82.86000061,85.01000214,85.66000366,86.22000122,87.51000214,89.01999664,86.44000244,86.16999817,86.69999695,85.56999969,84.62999725,85.91999817,,
Caribbean small states,"Employment in services, female (% of female employment) (modeled ILO estimate)",80.72438229,81.92499875,83.40955037,84.05538875,84.37553297,84.51454012,85.33267593,85.41702839,85.52872574,85.83284985,85.79688001,85.65119709,85.88268964,85.88204923,85.9683324,86.29040891,86.59438796,86.8262398,86.92255917,86.41814637,86.26540766,86.47416919,87.03554693,,
Cuba,"Employment in services, female (% of female employment) (modeled ILO estimate)",71.01000214,71.61000061,72.23999786,72.19999695,73.44999695,74.76000214,75.87999725,76.86000061,77.56999969,78.22000122,79.01999664,79.51999664,79.94000244,79.94000244,79.01999664,78.22000122,80.75,80.94000244,80.94000244,81.33000183,81.73000336,81.98999786,82.30999756,,
Curacao,"Employment in services, female (% of female employment) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,"Employment in services, female (% of female employment) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,"Employment in services, female (% of female employment) (modeled ILO estimate)",76.55000305,78.72000122,80.66000366,82.40000153,83.73000336,83.84999847,85,85.52999878,86.19999695,87.08999634,88.16000366,87.70999908,87.56999969,88.30999756,89.22000122,89.80000305,91.01000214,90.88999939,91.61000061,91.94999695,92.01999664,92.61000061,91.63999939,,
Czechia,"Employment in services, female (% of female employment) (modeled ILO estimate)",66.36000061,66.83999634,68.06999969,68.98999786,68.26000214,68.69999695,69.51000214,70.01999664,70.69000244,70.18000031,70.66000366,70.95999908,73.72000122,74.87999725,74.23999786,74.73999786,75.01999664,74.76999664,74.62000275,74.13999939,73.98999786,74.30000305,74.62000275,,
Germany,"Employment in services, female (% of female employment) (modeled ILO estimate)",78.55999756,78.76999664,79.16000366,79.62000275,80.05999756,80.43000031,81.25,81.29000092,82.25,82.37999725,82.44000244,83.66999817,84.19000244,84.54000092,84.62999725,84.75,84.98999786,84.83000183,85.19000244,85.30999756,85.26000214,85.20999908,85.26999664,,
Djibouti,"Employment in services, female (% of female employment) (modeled ILO estimate)",48.08000183,48.68999863,49.45000076,50.25,51.20999908,52.24000168,53.29999924,54.36999893,55.45000076,56.59999847,57.77999878,58.97999954,60.02000046,61.11999893,62.33000183,63.41999817,64.48999786,65.59999847,66.73999786,67.83000183,68.84999847,69.98999786,71.05999756,,
Dominica,"Employment in services, female (% of female employment) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,"Employment in services, female (% of female employment) (modeled ILO estimate)",83.87000275,83.56999969,83.16999817,84.54000092,83.88999939,86.12000275,86.59999847,86.12000275,85.98999786,86.91000366,85.77999878,86.48999786,88.55000305,89.84999847,89.80999756,89.51999664,89.87999725,89.91000366,89.37999725,89.77999878,90.18000031,90.31999969,90.09999847,,
Dominican Republic,"Employment in services, female (% of female employment) (modeled ILO estimate)",76.26999664,75.30999756,76.36000061,77.20999908,81.11000061,82.75,83.15000153,83.01999664,82.30999756,83.73999786,84.37000275,82.91999817,88.73999786,88.16000366,88.41000366,87.91000366,89.58999634,88.01999664,89.66000366,89.79000092,89.11000061,89.02999878,89.33000183,,
Algeria,"Employment in services, female (% of female employment) (modeled ILO estimate)",53.97000122,54.83000183,55.65000153,56.18000031,57.16999817,59.63000107,62.00999832,63.75,65.08999634,66.77999878,68.23999786,69.58999634,71.08000183,72.16000366,73.20999908,72.95999908,72.79000092,72.52999878,72.27999878,72.04000092,71.80000305,72.48999786,73.12999725,,
East Asia & Pacific (excluding high income),"Employment in services, female (% of female employment) (modeled ILO estimate)",31.4081431,31.85156181,31.99919306,32.43371358,32.85746665,33.71214974,34.32532571,36.1150914,36.80093374,37.9993183,38.50439868,39.42062001,40.57697109,41.20761021,42.42949814,43.02585915,45.31973568,47.38871019,48.94792765,50.48660536,51.83706649,52.70779996,54.39537515,,
Early-demographic dividend,"Employment in services, female (% of female employment) (modeled ILO estimate)",32.23115147,32.60052636,32.65486307,32.74347009,33.09813744,33.06733527,33.06497183,33.78776471,33.91683097,35.19661276,36.0523268,36.99556471,38.06685214,38.79254846,40.19860957,41.74816593,42.56322665,43.09933111,43.85721275,44.90750272,45.60959339,46.73753298,47.32980361,,
East Asia & Pacific,"Employment in services, female (% of female employment) (modeled ILO estimate)",35.32412234,35.74962171,35.92692023,36.39191254,36.90477398,37.77807652,38.39429818,40.12459451,40.85961958,42.02606462,42.52862819,43.42081423,44.55686073,45.18315909,46.30396905,46.87993086,48.96713912,50.91526489,52.35451611,53.811152,55.07290685,55.89808059,57.48000887,,
Europe & Central Asia (excluding high income),"Employment in services, female (% of female employment) (modeled ILO estimate)",57.31823335,57.89992792,56.3917086,57.29429584,58.50448395,59.35142496,60.55862554,61.69961826,62.55837313,63.42091819,64.19779629,65.36396035,66.42553165,66.88699455,67.08481936,67.6167861,67.84362177,69.22297845,69.95524441,70.3484917,71.06205269,71.64903529,72.12580831,,
Europe & Central Asia,"Employment in services, female (% of female employment) (modeled ILO estimate)",67.16642955,67.75708544,67.51468507,68.31413255,69.0859865,70.0699346,71.17378728,72.18668045,72.93360224,73.61713216,74.14248771,75.12792284,76.23897079,76.67030316,76.78469209,77.12084013,77.41927902,78.11262767,78.68113894,79.04596302,79.31152394,79.646675,79.9741641,,
Ecuador,"Employment in services, female (% of female employment) (modeled ILO estimate)",60.49000168,60.5,61.06999969,61.11000061,61.09000015,63.45000076,65.81999969,62.54000092,64.58000183,64.13999939,66.01999664,67.16000366,67.34999847,68.04000092,68.26999664,68.30000305,67.91999817,68.51999664,66.26000214,65.58000183,64.11000061,63.06999969,63.04999924,,
"Egypt, Arab Rep.","Employment in services, female (% of female employment) (modeled ILO estimate)",51.43000031,55.58000183,56.91999817,53.72999954,57.95999908,62.08000183,54.77000046,47.43999863,48.43000031,50.66999817,47.29000092,48.84000015,48.81000137,51.20999908,51.54000092,56.90000153,52.06999969,51.75999832,54.16999817,55.38999939,56.25999832,70.06999969,70.77999878,,
Euro area,"Employment in services, female (% of female employment) (modeled ILO estimate)",77.66348338,77.89639355,78.59256766,79.06309073,79.47231998,80.0322377,80.83022732,81.55613435,82.17043629,82.65827391,83.03040362,84.01049274,84.81065567,85.27649442,85.46050671,85.71004097,86.01953643,86.19922846,86.41693929,86.59495914,86.4909568,86.54006599,86.62186878,,
Eritrea,"Employment in services, female (% of female employment) (modeled ILO estimate)",18.09000015,18.79000092,18.98999977,18.69000053,19.51000023,19.46999931,19.51000023,19.64999962,20.65999985,20.94000053,21.25,20.54999924,21.01000023,21.78000069,22.60000038,23.18000031,23.06999969,24.63999939,24.15999985,25.17000008,25.02000046,26.36000061,27.14999962,,
Spain,"Employment in services, female (% of female employment) (modeled ILO estimate)",80.5,80.93000031,81.44999695,80.79000092,81.13999939,81.70999908,82.79000092,83.55999756,84.05999756,85.09999847,85.44000244,86.19999695,87.47000122,88,88.69999695,88.52999878,89.27999878,89.31999969,89.20999908,89.43000031,88.87999725,88.72000122,88.55000305,,
Estonia,"Employment in services, female (% of female employment) (modeled ILO estimate)",67.79000092,69.76999664,70.76000214,72.68000031,71.76999664,73.22000122,73.61000061,71.63999939,72.58999634,75.18000031,75.13999939,75.5,78.01999664,79.23999786,78.47000122,79.83000183,80.58999634,80.23999786,80.02999878,80.75,80.73999786,81.01999664,81.44000244,,
Ethiopia,"Employment in services, female (% of female employment) (modeled ILO estimate)",25,24.48999977,24.48999977,23.27000046,22.18000031,20.62999916,19,18.51000023,17.53000069,18.43000031,19.42000008,20.62000084,21.70999908,22.90999985,24.28000069,25.85000038,27.48999977,28.32999992,29.13999939,29.87999916,30.64999962,31.20999908,32.18999863,,
European Union,"Employment in services, female (% of female employment) (modeled ILO estimate)",71.84835579,72.27630945,73.15434977,73.93168638,74.34440369,75.63317733,76.65033247,77.52112382,78.29158098,78.88848182,79.31374194,80.23049411,81.25964016,81.86651828,82.07691866,82.36326288,82.7709802,82.97278045,83.3725592,83.69341627,83.57309449,83.68071547,83.87294877,,
Fragile and conflict affected situations,"Employment in services, female (% of female employment) (modeled ILO estimate)",32.69554812,32.89395726,33.0304296,33.13663431,33.53678813,33.71699674,33.90190884,34.43548492,34.98082647,35.70622538,36.36638259,37.17885431,37.87748375,38.67508529,39.37051774,39.9943001,40.57619641,41.3906383,41.96692632,42.33003042,42.59411289,42.98178611,43.18126273,,
Finland,"Employment in services, female (% of female employment) (modeled ILO estimate)",80.80000305,80.31999969,81.43000031,81.87000275,82.47000122,82.63999939,83.70999908,84.65000153,84.80000305,85.34999847,85.95999908,86.91999817,87.19999695,87.33000183,88.30000305,88.62999725,88.68000031,89.05999756,89.06999969,89.11000061,89.30000305,89.01999664,89.13999939,,
Fiji,"Employment in services, female (% of female employment) (modeled ILO estimate)",54.68999863,55.34999847,56.11000061,57.02000046,57.95000076,59.09999847,60.33000183,61.38999939,62.63999939,64.61000061,66.62999725,68.45999908,70.33999634,72.08000183,73.81999969,75.80000305,77.59999847,79.26999664,80.91999817,82.48000336,83.12000275,83.70999908,84.29000092,,
France,"Employment in services, female (% of female employment) (modeled ILO estimate)",82.26000214,82.62000275,82.65000153,83.09999847,83.23000336,83.87000275,84.91000366,84.83999634,85.63999939,86.04000092,86.30999756,87.19999695,87.80000305,88.05999756,87.56999969,87.88999939,88.01000214,88.66000366,89,89.09999847,88.54000092,89.04000092,88.97000122,,
Faroe Islands,"Employment in services, female (% of female employment) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.","Employment in services, female (% of female employment) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,"Employment in services, female (% of female employment) (modeled ILO estimate)",37.11000061,37.75999832,38.18000031,38.45999908,39.15000153,39.81999969,40.56000137,41.08000183,41.66999817,42.18999863,42.95000076,43.22000122,43.95999908,44.31000137,44.93999863,45.65000153,46.36999893,47.18999863,48.13999939,49.02999878,49.81999969,50.52000046,51.52000046,,
United Kingdom,"Employment in services, female (% of female employment) (modeled ILO estimate)",85.66000366,85.97000122,86.68000031,87.26999664,87.94999695,88.5,89.18000031,89.87999725,89.88999939,89.91000366,89.81999969,89.86000061,91.76000214,91.97000122,91.83000183,91.66999817,91.72000122,91.34999847,91.68000031,91.76999664,91.68000031,91.93000031,91.72000122,,
Georgia,"Employment in services, female (% of female employment) (modeled ILO estimate)",43.72999954,43.38999939,40.93000031,38.22999954,41.33000183,41.24000168,38.97000122,39.49000168,38.43000031,38.70999908,39.75,41.95000076,44.06999969,45.81999969,42.72999954,44.34999847,44.88000107,45.86999893,47.81000137,48.33000183,48.93000031,52.95999908,54.33000183,,
Ghana,"Employment in services, female (% of female employment) (modeled ILO estimate)",34.90999985,35.36000061,35.79000092,35.59000015,35.45000076,35.31000137,35.20999908,35.09999847,34.97000122,34.77999878,36.34999847,38.20000076,39.88000107,41.65000153,43.65000153,45.56000137,47.43999863,50.31999969,52.33000183,53.09000015,53.70000076,54.13000107,54.79999924,,
Gibraltar,"Employment in services, female (% of female employment) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,"Employment in services, female (% of female employment) (modeled ILO estimate)",21.38999939,21.71999931,22.13999939,22.52000046,23.11000061,23.82999992,23.79999924,24.43000031,24.98999977,25.48999977,26.43000031,27.04999924,27.35000038,28.15999985,28.89999962,29.82999992,30.60000038,31.30999947,32.08000183,33.25,34.45000076,35.34999847,36.22000122,,
"Gambia, The","Employment in services, female (% of female employment) (modeled ILO estimate)",46.15999985,46.65000153,47.79999924,48.72999954,49.81000137,49.88000107,51.22000122,52.52000046,52.81999969,52.81000137,53.45999908,54.97999954,56.25999832,57.50999832,56.75999832,57.74000168,58.45000076,58.56999969,59.43000031,60.09000015,61.00999832,62.06000137,62.90000153,,
